,HeLA_median,iPSC_median,Organoid_median,MEAN,SD
PCBP1,88.0,107.0,111.0,102.0,12.288205727444508
PCBP2,98.5,157.0,157.0,137.5,33.77499074759311
PCCA,,129.0,152.0,140.5,16.263455967290593
PCCB,85.0,96.5,103.0,94.83333333333333,9.115005942583545
PCDH18,,143.5,112.5,128.0,21.920310216782973
PCDH7,,,113.0,113.0,
PCGF3,,,170.5,170.5,
PCGF5,78.0,,,78.0,
PCID2,88.5,132.0,139.0,119.83333333333333,27.360250973507778
PCIF1,107.0,128.5,138.0,124.5,15.88238017426859
PCK2,87.0,90.0,98.0,91.66666666666667,5.686240703077327
PCM1,,,156.5,156.5,
PCMT1,84.0,106.0,117.0,102.33333333333333,16.802777548171413
PCMTD1,,,219.0,219.0,
PCMTD2,,,198.0,198.0,
PCNA,79.0,103.0,114.0,98.66666666666667,17.897858344878397
PCNP,80.0,111.0,137.0,109.33333333333333,28.53652630109932
PCNXL4,,,197.0,197.0,
PCOLCE,,,98.5,98.5,
PCOLCE2,77.0,,,77.0,
PCSK1,88.5,,,88.5,
PCSK7,,,124.5,124.5,
PCTP,129.0,,109.0,119.0,14.142135623730951
PCYOX1,,77.0,111.0,94.0,24.041630560342615
PDAP1,71.0,,,71.0,
PDCD10,72.5,123.0,162.0,119.16666666666667,44.87296884911153
PDCD2,78.0,172.0,,125.0,66.46803743153546
PDCD5,89.0,145.0,152.0,128.66666666666666,34.53018003621373
PDCD6,111.0,,,111.0,
PDCD6IP,75.0,,160.0,117.5,60.10407640085654
PDCL3,76.0,115.0,106.0,99.0,20.42057785666214
PDE10A,,,224.0,224.0,
PDE2A,83.0,,,83.0,
PDE4DIP,,,125.0,125.0,
PDE5A,,,158.0,158.0,
PDE6B,,139.0,99.0,119.0,28.284271247461902
PDE6D,69.0,,133.0,101.0,45.254833995939045
PDE7A,,134.0,210.0,172.0,53.74011537017761
PDE9A,,102.0,143.0,122.5,28.991378028648448
PDGFA,,164.0,,164.0,
PDGFRA,,,138.0,138.0,
PDGFRL,99.0,,,99.0,
PDHA1,77.5,114.0,112.5,101.33333333333333,20.65389390244206
PDHB,99.5,118.5,146.0,121.33333333333333,23.37912173999129
PDHX,73.5,75.0,127.0,91.83333333333333,30.464460168093137
PDIA3,101.0,110.0,112.0,107.66666666666667,5.859465277082315
PDIA4,97.0,122.0,128.5,115.83333333333333,16.63079472945696
PDIA5,103.5,,140.0,121.75,25.809397513308983
PDIA6,76.5,100.0,109.0,95.16666666666667,16.780444968275823
PDK2,95.0,,95.5,95.25,0.3535533905932738
PDK3,83.0,70.0,,76.5,9.192388155425117
PDLIM1,86.0,85.0,58.0,76.33333333333333,15.88500340992514
PDLIM3,53.0,,,53.0,
PDLIM5,,,180.0,180.0,
PDPN,,113.5,143.0,128.25,20.859650045003153
PDPR,,138.0,165.0,151.5,19.091883092036785
PDRG1,99.0,132.0,117.0,116.0,16.522711641858304
PDS5A,,,183.0,183.0,
PDSS2,112.0,,,112.0,
PDXDC1,85.0,111.0,108.0,101.33333333333333,14.224392195567912
PDXK,61.0,,219.5,140.25,112.07642481806778
PDZD11,88.0,112.0,133.0,111.0,22.516660498395403
PEA15,85.0,,,85.0,
PEAK1,,,124.5,124.5,
PEBP1,73.0,100.0,96.5,89.83333333333333,14.68275632615802
PECAM1,,,113.5,113.5,
PECR,90.0,119.5,89.5,99.66666666666667,17.17798979314324
PEF1,92.0,129.0,126.0,115.66666666666667,20.55075018906447
PEG10,,,147.5,147.5,
PELI1,,,142.0,142.0,
PELO,94.5,85.0,100.0,93.16666666666667,7.588368291888141
PEMT,83.0,83.5,114.0,93.5,17.755280904564703
PENK,,,128.0,128.0,
PEPD,80.0,89.0,108.0,92.33333333333333,14.294521094927712
PERP,74.0,97.0,132.0,101.0,29.206163733020468
PEX1,,,215.5,215.5,
PEX11B,,,115.5,115.5,
PEX13,79.0,,,79.0,
PEX16,86.0,,,86.0,
PEX2,81.0,120.0,93.5,98.16666666666667,19.91440014997523
PFAS,125.0,,,125.0,
PFDN1,78.5,100.0,102.0,93.5,13.028814220795383
PFDN2,101.0,,104.0,102.5,2.1213203435596424
PFDN4,50.5,73.5,147.0,90.33333333333333,50.40419956048636
PFDN5,96.0,122.5,108.5,109.0,13.257073583562851
PFKL,97.5,,,97.5,
PFKM,93.0,119.0,133.0,115.0,20.29778313018444
PFN1,105.0,113.0,121.0,113.0,8.0
PFN2,,,155.0,155.0,
PGAM1,86.0,89.0,91.0,88.66666666666667,2.5166114784235836
PGAP1,,,181.0,181.0,
PGAP2,108.5,67.0,115.0,96.83333333333333,26.040033282108787
PGD,87.0,84.0,87.0,86.0,1.7320508075688772
PGK1,88.0,114.0,109.0,103.66666666666667,13.796134724383252
PGLS,84.0,,,84.0,
PGM1,75.0,84.0,80.5,79.83333333333333,4.536885862938733
PGM3,,100.0,152.5,126.25,37.123106012293746
PGP,47.0,,,47.0,
PGRMC1,76.5,98.0,93.0,89.16666666666667,11.250925887825115
PGRMC2,129.0,68.0,191.0,129.33333333333334,61.50067750304327
PHACTR3,,,114.0,114.0,
PHAX,,113.0,,113.0,
PHB,84.0,79.0,87.0,83.33333333333333,4.041451884327381
PHB2,89.0,120.5,120.0,109.83333333333333,18.043927879852916
PHC1,,142.0,129.5,135.75,8.838834764831844
PHC2,83.0,,138.0,110.5,38.890872965260115
PHF10,,,168.0,168.0,
PHF14,,,174.0,174.0,
PHF19,93.0,,,93.0,
PHF20,76.5,,115.0,95.75,27.22361107568208
PHF23,115.0,,,115.0,
PHF3,,,144.0,144.0,
PHF5A,93.0,,,93.0,
PHF6,,,156.5,156.5,
PHGDH,87.5,99.0,93.0,93.16666666666667,5.751811308912466
PHIP,,,221.0,221.0,
PHKA1,100.5,,,100.5,
PHKB,,,122.0,122.0,
PHLDA1,,,178.0,178.0,
PHLDA2,97.0,,,97.0,
PHLDA3,120.0,,,120.0,
PHLDB2,,,162.5,162.5,
PHTF2,,,215.0,215.0,
PHYH,73.0,131.0,124.0,109.33333333333333,31.65964834506747
PHYKPL,97.0,,,97.0,
PI4KA,,,283.0,283.0,
PI4KB,98.0,,162.0,130.0,45.254833995939045
PIAS1,,83.0,119.0,101.0,25.45584412271571
PIAS2,,,214.0,214.0,
PICALM,98.0,,146.0,122.0,33.94112549695428
PIEZO1,90.0,,,90.0,
PIEZO2,,,217.0,217.0,
PIF1,,258.0,,258.0,
PIFO,,98.5,109.0,103.75,7.424621202458749
PIGB,83.0,,,83.0,
PIGC,91.0,96.5,90.0,92.5,3.5
PIGF,98.0,130.0,114.0,114.0,16.0
PIGG,,,174.0,174.0,
PIGH,89.0,,122.0,105.5,23.33452377915607
PIGK,,106.0,114.5,110.25,6.010407640085654
PIGL,85.0,137.0,169.0,130.33333333333334,42.39496825489239
PIGO,88.0,130.5,,109.25,30.05203820042827
PIGP,77.5,,,77.5,
PIGS,96.0,115.5,122.0,111.16666666666667,13.530828996529863
PIGT,103.0,109.0,109.0,107.0,3.4641016151377544
PIGU,99.0,110.0,110.0,106.33333333333333,6.350852961085883
PIGV,113.0,142.0,,127.5,20.506096654409877
PIH1D1,91.0,89.0,137.0,105.66666666666667,27.15388247255507
PIK3C2A,,164.0,165.0,164.5,0.7071067811865476
PIK3C3,,,102.0,102.0,
PIK3R3,,,161.5,161.5,
PIKFYVE,,,196.0,196.0,
PIM1,111.0,,,111.0,
PIM2,96.0,139.0,,117.5,30.405591591021544
PIN1,92.0,,,92.0,
PIN4,,,99.0,99.0,
PINK1,93.5,,103.0,98.25,6.7175144212722016
PIP4K2B,,,149.0,149.0,
PIP4K2C,89.0,,,89.0,
PIP5K1A,99.5,,180.5,140.0,57.27564927611035
PIR,61.5,88.0,101.5,83.66666666666667,20.349037651283005
PISD,,,216.0,216.0,
PITHD1,104.0,,158.0,131.0,38.18376618407357
PITPNA,113.5,136.5,206.0,152.0,48.158592172114
PITPNA-AS1,108.0,,,108.0,
PITPNB,83.0,107.5,161.0,117.16666666666667,39.88838594545201
PITPNC1,67.0,,,67.0,
PITX2,,,113.5,113.5,
PJA1,87.0,129.5,83.0,99.83333333333333,25.769814382981753
PJA2,,,133.0,133.0,
PKIG,81.0,,107.5,94.25,18.738329701443508
PKM,77.5,103.5,102.5,94.5,14.730919862656235
PKNOX1,98.0,,,98.0,
PKP2,,,145.0,145.0,
PKP4,,,183.0,183.0,
PLA2G12A,63.0,,,63.0,
PLA2G12B,,,84.0,84.0,
PLA2G15,141.5,,146.5,144.0,3.5355339059327378
PLA2G16,90.0,106.5,,98.25,11.667261889578034
PLA2G4A,54.0,,,54.0,
PLAA,,,98.5,98.5,
PLAC1,80.0,,,80.0,
PLAC8,76.0,,,76.0,
PLAGL1,,,226.5,226.5,
PLAT,87.0,,100.0,93.5,9.192388155425117
PLAU,,129.0,,129.0,
PLAUR,105.5,,163.0,134.25,40.658639918226484
PLBD1,,111.0,,111.0,
PLCB4,,,239.5,239.5,
PLCD3,122.5,,,122.5,
PLD3,107.0,,119.0,113.0,8.48528137423857
PLEK2,87.0,,,87.0,
PLEKHA1,,,221.5,221.5,
PLEKHA2,110.5,,,110.5,
PLEKHA5,,,146.0,146.0,
PLEKHA8,,,118.0,118.0,
PLEKHB2,126.0,131.0,100.0,119.0,16.64331697709324
PLEKHJ1,113.5,,,113.5,
PLEKHM2,102.0,,,102.0,
PLEKHO1,,,63.5,63.5,
PLG,,,132.0,132.0,
PLGRKT,52.0,115.0,104.0,90.33333333333333,33.6501609703926
PLIN2,74.0,116.5,90.0,93.5,21.465087933665682
PLIN3,90.0,101.0,89.0,93.33333333333333,6.6583281184793925
PLK1,108.0,106.0,160.0,124.66666666666667,30.61590000854676
PLK2,,,119.0,119.0,
PLLP,96.0,,,96.0,
PLOD1,105.0,98.5,117.0,106.83333333333333,9.385272150200725
PLOD2,,,116.0,116.0,
PLOD3,136.0,159.0,134.0,143.0,13.892443989449804
PLP1,,138.0,105.0,121.5,23.33452377915607
PLP2,67.0,,,67.0,
PLPP1,72.0,103.0,,87.5,21.920310216782973
PLPP2,93.5,96.0,,94.75,1.7677669529663689
PLPP3,,,123.0,123.0,
PLPP5,85.5,93.0,204.5,127.66666666666667,66.64520487877078
PLRG1,103.0,104.0,150.0,119.0,26.851443164195103
PLS3,84.0,121.0,134.0,113.0,25.942243542145693
PLSCR1,82.5,92.0,146.5,107.0,34.53621287865825
PLTP,107.0,108.0,117.0,110.66666666666667,5.507570547286102
PLXNA2,,,149.5,149.5,
PMAIP1,,115.0,68.0,91.5,33.23401871576773
PMEL,,137.0,99.0,118.0,26.870057685088806
PMM1,84.0,131.0,105.0,106.66666666666667,23.544284515213736
PMP22,92.0,,115.0,103.5,16.263455967290593
PMPCA,98.0,125.0,126.0,116.33333333333333,15.88500340992514
PMPCB,92.0,109.0,103.0,101.33333333333333,8.621678104251709
PMS1,,69.0,226.0,147.5,111.01576464628796
PMS2P1,83.0,,,83.0,
PMVK,95.5,,,95.5,
PNISR,86.0,205.5,276.0,189.16666666666666,96.04729737651826
PNKD,81.0,126.0,110.5,105.83333333333333,22.86008165631377
PNKP,91.5,,,91.5,
PNN,,294.0,228.5,261.25,46.31549416771886
PNO1,64.0,,,64.0,
PNP,92.0,115.5,118.5,108.66666666666667,14.511489700693494
PNPLA4,55.0,97.5,85.0,79.16666666666667,21.842237370135262
PNPO,93.0,,,93.0,
PNPT1,73.5,79.0,147.0,99.83333333333333,40.939996743201306
PNRC1,176.0,,,176.0,
PNRC2,131.5,126.0,146.0,134.5,10.331989159885913
POC1A,68.5,134.0,,101.25,46.31549416771886
POC1B,,,114.0,114.0,
POC5,,,178.0,178.0,
PODXL,117.0,140.0,172.0,143.0,27.622454633866266
POGK,103.0,,110.0,106.5,4.949747468305833
POGZ,,,225.0,225.0,
POLA1,,,113.0,113.0,
POLA2,72.0,,,72.0,
POLB,85.0,84.0,94.0,87.66666666666667,5.507570547286102
POLD2,72.0,114.0,90.0,92.0,21.071307505705477
POLD3,72.0,,145.5,108.75,51.97234841721124
POLDIP2,89.0,92.5,116.0,99.16666666666667,14.68275632615802
POLDIP3,118.0,99.5,110.0,109.16666666666667,9.278110439811186
POLE2,,,234.0,234.0,
POLE3,75.0,108.5,87.0,90.16666666666667,16.973017802775477
POLE4,86.5,,,86.5,
POLG2,70.5,,,70.5,
POLI,,,230.0,230.0,
POLK,,,146.0,146.0,
POLL,113.0,,,113.0,
POLR1B,133.0,,,133.0,
POLR1C,82.0,122.0,208.0,137.33333333333334,64.38426308760032
POLR1D,82.0,115.0,110.0,102.33333333333333,17.7857620959388
POLR1E,80.0,,73.0,76.5,4.949747468305833
POLR2B,134.0,155.0,184.0,157.66666666666666,25.106440076867393
POLR2E,92.0,98.5,93.0,94.5,3.5
POLR2G,90.0,119.0,108.0,105.66666666666667,14.6401275039985
POLR2H,106.0,108.5,156.0,123.5,28.173569173961614
POLR2I,121.0,117.0,154.0,130.66666666666666,20.305992547357377
POLR2J,93.0,150.0,129.0,124.0,28.827070610799147
POLR2K,63.5,87.0,128.0,92.83333333333333,32.643273937111964
POLR2L,105.0,137.0,135.0,125.66666666666667,17.925772879665004
POLR2M,,,125.0,125.0,
POLR3C,98.0,122.0,181.0,133.66666666666666,42.71221527073178
POLR3D,84.0,,,84.0,
POLR3G,,144.0,,144.0,
POLR3H,103.0,,,103.0,
POLR3K,93.5,95.5,117.0,102.0,13.028814220795383
POMGNT1,78.0,167.0,159.0,134.66666666666666,49.237519569260726
POMGNT2,85.5,,,85.5,
POMP,75.0,112.0,105.0,97.33333333333333,19.655363983740756
PON2,65.5,,134.0,99.75,48.436814511278506
POP4,78.0,,,78.0,
POP5,99.5,122.0,168.0,129.83333333333334,34.915373882193116
POP7,92.5,,144.0,118.25,36.4159992311072
POR,122.0,126.0,99.0,115.66666666666667,14.571661996262929
POSTN,,,117.0,117.0,
POU4F1,,,202.0,202.0,
POU5F1,,118.0,,118.0,
PP7080,106.0,,,106.0,
PPA1,71.0,80.0,97.0,82.66666666666667,13.203534880225574
PPA2,66.0,91.0,111.0,89.33333333333333,22.546248764114473
PPARD,91.0,,,91.0,
PPARG,80.0,,,80.0,
PPAT,,104.0,,104.0,
PPBP,,,92.5,92.5,
PPCDC,72.0,126.0,100.0,99.33333333333333,27.00617213403879
PPCS,61.5,116.5,110.0,96.0,30.054117854297438
PPFIA1,,,175.0,175.0,
PPHLN1,72.0,90.0,114.5,92.16666666666667,21.332682281732257
PPIA,85.0,101.0,103.0,96.33333333333333,9.865765724632496
PPIB,82.0,108.0,99.0,96.33333333333333,13.203534880225574
PPIC,61.0,,110.0,85.5,34.64823227814083
PPID,80.5,104.0,133.0,105.83333333333333,26.297972038416447
PPIE,98.0,104.0,127.5,109.83333333333333,15.591129956912466
PPIF,84.5,,140.0,112.25,39.244426355853385
PPIG,,90.0,173.0,131.5,58.68986283848344
PPIH,83.5,,156.0,119.75,51.2652416360247
PPIL1,86.0,62.0,100.0,82.66666666666667,19.2180470738661
PPIL3,82.0,,94.5,88.25,8.838834764831844
PPIL4,,,95.0,95.0,
PPIP5K2,,,177.0,177.0,
PPM1A,,,102.0,102.0,
PPM1B,,173.0,,173.0,
PPM1G,84.5,100.5,121.5,102.16666666666667,18.556220879622373
PPME1,108.5,,170.0,139.25,43.487067042972676
PPOX,79.0,87.0,171.0,112.33333333333333,50.96403960964371
PPP1CA,97.5,104.0,118.0,106.5,10.476163419878482
PPP1CB,97.0,,124.0,110.5,19.091883092036785
PPP1CC,86.0,99.0,135.0,106.66666666666667,25.383721817994566
PPP1R11,81.0,81.0,127.5,96.5,26.846787517317598
PPP1R12A,,,141.5,141.5,
PPP1R12B,,,231.0,231.0,
PPP1R14B,92.0,,,92.0,
PPP1R15A,94.0,,,94.0,
PPP1R15B,109.0,,149.0,129.0,28.284271247461902
PPP1R17,,,127.5,127.5,
PPP1R2,49.0,122.0,143.0,104.66666666666667,49.3389636426763
PPP1R35,90.0,,,90.0,
PPP1R7,71.0,94.0,107.0,90.66666666666667,18.230011885167087
PPP1R8,97.0,,84.0,90.5,9.192388155425117
PPP2CA,97.0,124.0,141.0,120.66666666666667,22.18858565419016
PPP2CB,82.0,137.0,131.0,116.66666666666667,30.171730698342998
PPP2R1A,104.0,110.0,121.0,111.66666666666667,8.621678104251709
PPP2R1B,,89.0,,89.0,
PPP2R2A,96.0,132.5,115.0,114.5,18.255136263528684
PPP2R2B,,127.0,99.0,113.0,19.79898987322333
PPP2R2D,58.0,,,58.0,
PPP2R3C,77.5,81.5,74.5,77.83333333333333,3.511884584284246
PPP2R4,119.0,,,119.0,
PPP2R5A,,,178.0,178.0,
PPP2R5C,61.0,113.0,129.0,101.0,35.552777669262355
PPP2R5D,,,134.5,134.5,
PPP3CA,,,115.0,115.0,
PPP3CB,,136.0,168.5,152.25,22.980970388562795
PPP4R1,,,179.0,179.0,
PPP4R2,,,147.0,147.0,
PPP4R3A,,,158.0,158.0,
PPP4R3B,,,139.0,139.0,
PPP6C,100.0,,140.0,120.0,28.284271247461902
PPP6R3,,,220.5,220.5,
PPRC1,120.0,,,120.0,
PPT1,73.0,107.0,102.0,94.0,18.35755975068582
PPWD1,,135.5,154.0,144.75,13.08147545195113
PQBP1,67.0,101.0,73.5,80.5,18.048545647780045
PQLC2,123.5,,,123.5,
PQLC3,69.0,,,69.0,
PRADC1,86.0,,,86.0,
PRAME,96.0,,,96.0,
PRC1,76.5,110.0,123.0,103.16666666666667,23.991317874042128
PRCC,105.0,,,105.0,
PRCP,97.0,122.0,113.0,110.66666666666667,12.662279942148386
PRDM4,,,134.0,134.0,
PRDX1,90.0,103.0,98.5,97.16666666666667,6.601767440112787
PRDX2,86.0,113.0,114.5,104.5,16.03901493234544
PRDX3,79.0,114.0,132.0,108.33333333333333,26.950572040929544
PRDX4,73.0,114.5,107.0,98.16666666666667,22.115228539025622
PRDX5,85.0,101.0,115.5,100.5,15.256146302392358
PRDX6,84.0,108.0,97.0,96.33333333333333,12.013880860626733
PREB,80.0,,124.0,102.0,31.11269837220809
PRELID1,84.0,80.0,70.0,78.0,7.211102550927978
PRELID3B,81.0,146.5,,113.75,46.31549416771886
PREP,110.0,,,110.0,
PREPL,,,181.0,181.0,
PRICKLE2,,,162.0,162.0,
PRKAA1,77.0,,218.0,147.5,99.7020561473032
PRKAB1,87.0,,125.5,106.25,27.22361107568208
PRKAB2,92.5,,139.0,115.75,32.88046532517446
PRKACB,,,102.0,102.0,
PRKAG1,80.5,96.5,110.0,95.66666666666667,14.767644813352375
PRKAR1A,129.5,,129.0,129.25,0.3535533905932738
PRKAR2A,68.5,,126.0,97.25,40.658639918226484
PRKCI,,,245.5,245.5,
PRKD3,,,128.0,128.0,
PRKDC,119.0,119.5,154.0,130.83333333333334,20.064479393528586
PRKRA,79.0,117.0,138.0,111.33333333333333,29.90540642314251
PRKRIP1,74.5,,,74.5,
PRKRIR,,,117.0,117.0,
PRMT1,89.0,131.0,96.0,105.33333333333333,22.50185177565023
PRMT2,86.5,104.0,99.0,96.5,9.013878188659973
PRMT3,73.0,,119.0,96.0,32.526911934581186
PRMT5,94.0,89.0,112.0,98.33333333333333,12.096831541082704
PRMT7,72.0,,112.0,92.0,28.284271247461902
PRNP,96.0,,162.0,129.0,46.66904755831214
PROCR,71.0,87.0,53.0,70.33333333333333,17.009801096230767
PROS1,,,133.0,133.0,
PROSC,45.0,,85.0,65.0,28.284271247461902
PRPF3,126.0,126.0,208.5,153.5,47.63139720814412
PRPF31,100.5,102.0,126.0,109.5,14.309088021254185
PRPF38A,78.0,112.0,106.0,98.66666666666667,18.14754345175493
PRPF38B,,,193.0,193.0,
PRPF39,,,209.0,209.0,
PRPF4,106.5,117.5,97.0,107.0,10.259142264341596
PRPF40A,,91.0,164.0,127.5,51.61879502661797
PRPF4B,,,203.5,203.5,
PRPF6,91.0,106.0,94.5,97.16666666666667,7.847504911329036
PRPF8,79.0,98.0,133.0,103.33333333333333,27.392213005402343
PRPS1,108.0,142.0,,125.0,24.041630560342615
PRPS2,122.5,,,122.5,
PRPSAP1,110.0,,142.0,126.0,22.627416997969522
PRPSAP2,77.5,130.0,166.0,124.5,44.505617622947334
PRR13,132.0,,,132.0,
PRR3,81.0,,117.5,99.25,25.809397513308983
PRRC1,69.0,87.0,150.0,102.0,42.532340636273474
PRRC2B,95.0,145.0,155.0,131.66666666666666,32.145502536643185
PRRT1,117.0,,,117.0,
PRSS21,91.0,,,91.0,
PRSS23,78.0,,91.0,84.5,9.192388155425117
PRSS35,,,107.0,107.0,
PRSS8,,121.0,114.5,117.75,4.596194077712559
PRTG,,,182.0,182.0,
PRUNE,85.0,66.5,124.0,91.83333333333333,29.35273979262129
PSAP,126.0,126.0,133.0,128.33333333333334,4.041451884327381
PSAT1,89.0,114.0,109.0,104.0,13.228756555322953
PSCA,74.5,,,74.5,
PSD3,,,125.0,125.0,
PSEN1,64.0,76.5,117.0,85.83333333333333,27.705294319558007
PSEN2,101.0,,,101.0,
PSIP1,,119.0,129.0,124.0,7.0710678118654755
PSKH1,107.0,,,107.0,
PSMA3,65.0,82.0,132.0,93.0,34.828149534535996
PSMA4,66.0,88.0,120.5,91.5,27.41805974171039
PSMA5,79.0,91.0,103.5,91.16666666666667,12.2508503106247
PSMA7,70.0,101.0,108.0,93.0,20.223748416156685
PSMB1,83.0,111.0,96.0,96.66666666666667,14.011899704655802
PSMB2,90.5,111.0,107.0,102.83333333333333,10.866615541802027
PSMB3,91.0,110.0,125.0,108.66666666666667,17.03917055884274
PSMB4,79.0,122.0,115.0,105.33333333333333,23.072349974229617
PSMB5,113.0,,,113.0,
PSMB6,86.0,96.5,114.0,98.83333333333333,14.14508159514583
PSMB7,72.0,92.0,81.0,81.66666666666667,10.016652800877813
PSMB8,78.0,,,78.0,
PSMB9,87.0,,,87.0,
PSMC1,68.5,,155.0,111.75,61.16473657263636
PSMC1P1,45.0,51.5,92.0,62.833333333333336,25.467299294062048
PSMC2,71.0,94.0,92.0,85.66666666666667,12.741009902410928
PSMC3,76.0,94.0,117.5,95.83333333333333,20.81065432256596
PSMC3IP,95.0,,143.0,119.0,33.94112549695428
PSMC4,100.0,105.0,136.0,113.66666666666667,19.5021366350801
PSMC5,80.0,97.0,98.0,91.66666666666667,10.115993936995679
PSMC6,76.0,101.0,140.5,105.83333333333333,32.52050635112149
PSMD1,60.0,99.5,107.0,88.83333333333333,25.250412537884074
PSMD10,76.0,86.0,110.0,90.66666666666667,17.47378989610821
PSMD11,97.5,105.0,83.5,95.33333333333333,10.912531023247235
PSMD12,90.5,110.5,156.0,119.0,33.5670969849941
PSMD13,86.0,106.0,143.0,111.66666666666667,28.919428302325297
PSMD14,71.5,88.0,106.0,88.5,17.255433926737396
PSMD2,81.0,111.0,120.0,104.0,20.42057785666214
PSMD4,88.0,110.0,110.0,102.66666666666667,12.701705922171767
PSMD5,65.5,148.0,207.0,140.16666666666666,71.07449143914667
PSMD6,76.0,102.0,106.0,94.66666666666667,16.289055630494158
PSMD7,87.5,97.0,129.0,104.5,21.742814905158898
PSMD8,76.0,96.5,95.5,89.33333333333333,11.557825631723873
PSME1,95.0,105.0,114.0,104.66666666666667,9.50438495292217
PSME3,91.0,,,91.0,
PSME4,,159.5,226.0,192.75,47.02260094890541
PSMF1,89.0,124.0,121.0,111.33333333333333,19.39931270260195
PSMG1,68.0,,,68.0,
PSMG2,78.5,125.0,147.5,117.0,35.188776619825816
PSMG3,100.0,,,100.0,
PSMG4,93.5,,,93.5,
PSPC1,,155.0,,155.0,
PSPH,100.0,,179.0,139.5,55.86143571373726
PSPHP1,97.5,,,97.5,
PSRC1,100.5,,100.0,100.25,0.3535533905932738
PSTK,,94.0,,94.0,
PTAR1,,245.0,187.0,216.0,41.012193308819754
PTBP1,119.0,149.0,183.5,150.5,32.27615218702502
PTBP2,,175.0,219.0,197.0,31.11269837220809
PTBP3,,147.0,140.0,143.5,4.949747468305833
PTCD3,102.0,109.0,204.5,138.5,57.2647360947381
PTDSS1,90.0,112.0,101.0,101.0,11.0
PTGES,76.5,,,76.5,
PTGES2,81.5,,,81.5,
PTGES3,87.0,102.0,119.0,102.66666666666667,16.010413278030438
PTGFRN,,,153.5,153.5,
PTGR1,78.0,120.0,115.5,104.5,23.059705115200412
PTK2,82.5,140.0,130.5,117.66666666666667,30.823421830376546
PTK6,87.0,,,87.0,
PTMA,79.0,108.0,104.0,97.0,15.716233645501712
PTMAP2,100.0,95.5,88.5,94.66666666666667,5.795112883571236
PTN,,,126.0,126.0,
PTOV1,96.5,86.0,93.0,91.83333333333333,5.346338310781813
PTP4A1,83.0,108.0,172.0,121.0,45.902069670114
PTP4A2,90.0,91.5,121.0,100.83333333333333,17.480942003603047
PTP4A3,91.0,,,91.0,
PTPN11,,,154.0,154.0,
PTPN12,,132.0,169.0,150.5,26.16295090390226
PTPN13,,,118.0,118.0,
PTPN2,72.0,93.0,160.0,108.33333333333333,45.96012764705221
PTPN9,76.5,,,76.5,
PTPRA,,,137.0,137.0,
PTPRD,,,168.0,168.0,
PTPRF,114.0,104.5,138.5,119.0,17.542804792848834
PTPRG,,133.0,125.0,129.0,5.656854249492381
PTPRH,124.0,,,124.0,
PTPRK,,,159.0,159.0,
PTPRM,,,166.0,166.0,
PTPRR,168.0,,,168.0,
PTPRS,,,331.0,331.0,
PTPRZ1,,131.5,129.0,130.25,1.7677669529663689
PTRF,121.0,,,121.0,
PTRH1,83.5,,,83.5,
PTRH2,78.0,142.0,160.0,126.66666666666667,43.096790290383964
PTRHD1,80.0,134.0,94.0,102.66666666666667,28.0237994093116
PTS,82.5,126.0,136.0,114.83333333333333,28.444390190920483
PTTG1,85.5,112.0,116.0,104.5,16.575584454250777
PTTG1IP,93.0,108.0,88.0,96.33333333333333,10.408329997330664
PUDP,75.0,85.0,105.0,88.33333333333333,15.275252316519467
PUF60,95.0,121.0,117.0,111.0,14.0
PUM1,,,214.0,214.0,
PUM2,,,149.5,149.5,
PUM3,,111.0,125.0,118.0,9.899494936611665
PURB,,,235.0,235.0,
PUS1,107.5,,,107.5,
PUS3,,111.0,66.5,88.75,31.466251762801363
PUSL1,87.0,,,87.0,
PVRL2,,138.0,,138.0,
PWAR6,,166.0,233.0,199.5,47.37615433949868
PWP1,79.0,106.0,91.0,92.0,13.527749258468683
PXDN,,,145.5,145.5,
PXK,,,189.5,189.5,
PXN,98.5,,153.5,126.0,38.890872965260115
PXN-AS1,105.0,,,105.0,
PYCR1,83.0,77.0,100.0,86.66666666666667,11.930353445448855
PYCRL,108.0,,,108.0,
PYGB,117.0,,169.0,143.0,36.76955262170047
PYGL,89.0,121.0,105.0,105.0,16.0
PYGO1,,,149.0,149.0,
PYM1,110.0,117.0,138.5,121.83333333333333,14.852048119142804
QARS,68.0,102.5,110.0,93.5,22.399776784602118
QDPR,92.0,,103.0,97.5,7.7781745930520225
QKI,,,162.0,162.0,
QRICH1,,126.0,184.5,155.25,41.36574669941303
QRSL1,96.0,143.0,,119.5,33.23401871576773
QSER1,,,118.0,118.0,
QSOX1,94.5,,,94.5,
QTRT1,85.0,,151.0,118.0,46.66904755831214
R3HCC1,81.0,75.0,82.0,79.33333333333333,3.7859388972001824
RAB10,88.0,65.5,125.0,92.83333333333333,30.04302470347041
RAB11A,91.5,,96.0,93.75,3.181980515339464
RAB11FIP1,,,150.0,150.0,
RAB11FIP5,105.5,,,105.5,
RAB13,79.0,104.0,96.0,93.0,12.767145334803704
RAB14,82.0,117.0,172.0,123.66666666666667,45.36885862938733
RAB15,,105.5,,105.5,
RAB17,,117.5,,117.5,
RAB18,79.0,115.5,118.0,104.16666666666667,21.83078865578001
RAB1A,68.0,76.0,151.5,98.5,46.073311146476115
RAB1B,115.0,,,115.0,
RAB20,116.5,,,116.5,
RAB23,,,75.0,75.0,
